,enrollee_id,city_development_index,experience,company_size,last_new_job,training_hours,target
13929,4983,0.92,5,7,1,336,0.0
13930,22751,0.91,4,2,1,204,0.0
13931,15572,0.624,6,1,0,22,1.0
13932,21293,0.624,2,2,1,9,0.0
13933,26523,0.92,8,2,1,22,0.0
13934,33015,0.884,11,1,2,42,0.0
13938,26039,0.92,1,5,1,10,1.0
13939,5722,0.924,5,1,0,49,0.0
13940,33196,0.92,17,4,2,42,0.0
13942,16558,0.924,11,7,1,43,0.0
13943,21487,0.804,21,1,1,28,0.0
13944,11394,0.939,0,0,1,154,0.0
13946,15228,0.92,14,0,5,61,0.0
13948,31659,0.855,16,7,5,14,0.0
13950,5646,0.855,3,2,2,23,0.0
13951,31331,0.8959999999999999,11,2,5,282,0.0
13953,30427,0.92,13,1,5,39,1.0
13956,5725,0.743,7,2,2,222,0.0
13957,14394,0.624,16,3,1,146,0.0
13958,26568,0.92,10,7,5,27,0.0
13959,19187,0.92,14,3,2,226,0.0
13961,23299,0.92,21,5,5,23,1.0
13963,10347,0.848,21,2,5,7,0.0
13964,19282,0.915,21,6,5,4,0.0
13965,14211,0.91,15,7,5,49,0.0
13966,21757,0.624,2,3,1,13,0.0
13968,11299,0.893,15,3,3,99,0.0
13969,29016,0.624,2,3,2,214,0.0
13971,32038,0.92,5,1,1,34,1.0
13972,7319,0.624,12,5,2,8,0.0
13973,3639,0.754,4,2,1,76,0.0
13975,25282,0.926,21,7,1,5,0.0
13976,6065,0.698,5,3,2,6,1.0
13977,12585,0.624,13,7,1,52,1.0
13979,8399,0.92,21,3,5,19,1.0
13981,8635,0.926,9,2,1,150,1.0
13982,32108,0.92,8,0,1,70,0.0
13984,11018,0.579,3,2,1,21,1.0
13985,27597,0.926,15,5,1,145,0.0
13987,21278,0.698,7,2,1,149,0.0
13988,4049,0.92,21,3,5,29,0.0
13989,13744,0.897,6,3,1,334,0.0
13990,12792,0.926,2,0,2,48,0.0
13992,17571,0.92,21,1,5,68,0.0
13993,26718,0.92,11,5,1,160,0.0
13994,16030,0.926,21,1,4,155,0.0
13995,6212,0.92,21,3,5,21,1.0
13996,4076,0.926,18,5,0,128,0.0
13997,8198,0.91,9,1,4,21,0.0
13999,17299,0.923,3,5,1,46,1.0
14000,29120,0.92,12,4,1,204,0.0
14001,11420,0.92,3,7,1,99,0.0
14002,28511,0.91,10,1,4,12,0.0
14003,19119,0.92,8,3,1,72,0.0
14004,33273,0.804,17,2,4,20,0.0
14005,25593,0.92,5,0,1,54,0.0
14006,28788,0.939,12,0,4,28,0.0
14009,21170,0.939,15,3,3,14,1.0
14010,9861,0.92,17,7,5,94,0.0
14011,28963,0.913,21,5,2,216,0.0
14012,16612,0.926,21,1,5,56,0.0
14014,9872,0.92,14,3,3,81,0.0
14016,19941,0.91,7,5,1,21,0.0
14017,2837,0.624,4,0,2,36,1.0
14018,12967,0.762,15,4,2,110,0.0
14019,32010,0.92,11,7,4,36,1.0
14020,13710,0.767,2,2,1,26,0.0
14021,4130,0.866,10,4,5,36,0.0
14023,23952,0.923,21,3,5,151,0.0
14024,346,0.8959999999999999,21,4,5,37,0.0
14025,22794,0.624,3,4,1,22,1.0
14027,16064,0.92,8,2,1,220,0.0
14028,18921,0.624,0,5,1,59,0.0
14029,32976,0.939,14,6,1,26,0.0
14032,14868,0.897,8,7,2,260,0.0
14033,9496,0.92,3,2,1,180,0.0
14034,25701,0.926,15,7,1,39,0.0
14037,124,0.92,21,7,2,34,1.0
14038,31380,0.92,16,7,1,17,0.0
14039,12358,0.74,15,4,2,77,1.0
14040,1334,0.926,15,4,5,78,0.0
14041,5958,0.884,2,6,1,26,0.0
14042,32527,0.92,21,7,3,58,0.0
14043,32098,0.92,4,2,2,77,0.0
14044,31360,0.899,4,7,1,9,0.0
14047,11279,0.903,21,0,1,23,0.0
14048,19523,0.925,10,3,4,21,0.0
14050,25020,0.55,4,6,2,29,1.0
14051,8759,0.743,21,0,1,1,0.0
14052,23374,0.8959999999999999,16,6,2,106,0.0
14053,27623,0.55,17,1,1,98,0.0
14055,3762,0.91,21,0,5,144,0.0
14057,8354,0.624,6,1,1,26,1.0
14060,5930,0.754,8,3,2,102,0.0
14061,11170,0.91,21,2,5,54,0.0
14062,132,0.855,1,0,1,19,0.0
14063,8497,0.92,6,5,1,21,0.0
14064,1253,0.92,21,7,5,42,0.0
14065,24122,0.624,18,2,5,284,0.0
14066,22512,0.926,17,3,2,28,0.0
14068,27483,0.762,10,3,4,89,1.0
14069,6447,0.92,8,3,2,48,0.0
14070,1998,0.855,15,3,1,21,0.0
14072,17994,0.92,15,3,4,75,1.0
14074,1675,0.92,10,6,4,12,0.0
14075,25134,0.91,16,0,1,45,0.0
14077,26400,0.762,4,4,4,31,0.0
14078,10121,0.915,17,2,1,6,0.0
14079,30561,0.624,4,0,1,62,1.0
14080,2969,0.794,5,2,1,28,0.0
14081,5589,0.624,7,0,2,157,0.0
14082,31456,0.91,5,7,1,54,0.0
14083,2273,0.624,3,5,2,86,0.0
14084,13297,0.74,7,2,3,28,0.0
14085,8492,0.92,5,5,3,76,0.0
14086,25386,0.624,15,2,5,204,1.0
14089,2749,0.926,17,3,5,103,0.0
14090,14034,0.754,13,3,5,9,0.0
14092,30044,0.624,2,2,2,86,1.0
14093,31685,0.926,15,5,2,43,0.0
14094,14843,0.926,10,1,1,38,0.0
14095,12693,0.624,7,6,1,92,0.0
14096,10731,0.91,18,2,5,39,0.0
14100,28824,0.682,21,6,5,35,0.0
14102,32691,0.762,19,2,0,64,0.0
14104,3790,0.926,14,2,4,70,0.0
14106,17049,0.92,5,6,1,30,0.0
14107,18789,0.55,7,2,1,70,0.0
14108,10288,0.92,15,7,1,111,1.0
14110,16527,0.624,3,4,1,55,1.0
14111,11866,0.698,8,2,1,37,0.0
14113,22730,0.91,4,7,1,21,0.0
14114,19826,0.91,18,5,1,21,0.0
14116,4688,0.92,7,2,2,15,0.0
14117,11754,0.893,15,5,5,60,0.0
14119,20411,0.624,9,6,1,21,1.0
14120,13571,0.856,10,2,1,88,0.0
14121,14778,0.624,1,0,0,19,1.0
14122,4490,0.939,4,0,1,42,0.0
14124,5632,0.493,8,0,1,11,0.0
14125,9629,0.92,14,7,4,166,1.0
14128,27032,0.926,16,2,5,40,0.0
14131,14542,0.8270000000000001,5,1,2,27,0.0
14132,389,0.939,9,4,3,141,0.0
14134,16820,0.754,2,2,1,17,0.0
14139,12721,0.802,15,7,3,25,0.0
14142,8160,0.8270000000000001,11,1,5,17,0.0
14143,11156,0.926,12,2,1,322,0.0
14144,3125,0.924,9,0,0,60,0.0
14146,7185,0.624,5,4,2,55,0.0
14147,6592,0.895,15,3,1,4,0.0
14149,6273,0.624,3,0,0,66,0.0
14151,26650,0.926,9,2,1,7,0.0
14152,26514,0.682,7,1,1,11,0.0
14154,7276,0.92,2,2,1,12,0.0
14157,31740,0.479,21,1,2,134,0.0
14158,16564,0.91,11,7,1,17,0.0
14160,14086,0.92,16,2,1,58,0.0
14161,18178,0.7959999999999999,21,7,2,79,0.0
14162,27608,0.887,21,5,5,38,0.0
14165,3279,0.624,5,2,1,66,0.0
14166,2026,0.939,2,3,2,16,0.0
14168,2520,0.802,8,4,1,50,1.0
14169,28613,0.926,15,1,5,53,0.0
14172,21024,0.92,15,3,1,9,1.0
14173,9125,0.939,3,3,3,55,0.0
14174,29773,0.579,3,0,1,96,0.0
14177,19233,0.92,21,5,5,56,0.0
14178,13059,0.767,9,3,1,206,1.0
14179,26562,0.926,12,3,2,92,0.0
14180,26503,0.92,15,0,5,20,0.0
14181,13226,0.556,7,5,1,102,0.0
14185,14754,0.899,21,5,1,34,0.0
14186,20949,0.92,10,1,1,105,0.0
14188,22576,0.926,4,3,1,92,0.0
14189,15115,0.624,0,4,1,14,0.0
14190,16853,0.91,21,0,5,34,0.0
14191,32647,0.804,21,4,4,100,0.0
14195,29379,0.8270000000000001,21,2,5,152,0.0
14197,7062,0.924,5,1,5,34,0.0
14198,11060,0.92,21,3,3,155,0.0
14199,22417,0.624,3,0,1,28,1.0
14200,29864,0.887,3,2,1,26,0.0
14201,25000,0.89,21,3,2,6,1.0
14202,24010,0.624,8,7,0,166,0.0
14204,29701,0.89,11,7,4,38,0.0
14205,6063,0.855,15,4,2,30,0.0
14206,31542,0.92,18,4,5,58,1.0
14208,21753,0.624,3,7,1,214,0.0
14209,535,0.92,21,6,5,73,0.0
14213,31040,0.624,7,5,4,84,1.0
14214,20401,0.92,21,7,5,40,0.0
14215,6188,0.92,12,4,1,72,0.0
14217,23476,0.91,9,5,1,82,0.0
14219,26733,0.92,15,3,4,10,0.0
14220,11137,0.926,10,1,1,74,1.0
14222,7236,0.92,18,4,5,15,0.0
14223,4213,0.92,21,2,2,123,0.0
14224,20429,0.624,9,7,5,132,1.0
14226,17790,0.55,10,1,5,13,0.0
14227,22394,0.926,5,0,1,24,0.0
14229,19901,0.92,19,6,5,37,0.0
14233,17379,0.624,3,1,2,15,0.0
14235,7431,0.92,6,1,1,21,1.0
14238,26265,0.92,15,2,1,108,1.0
14239,20530,0.624,7,6,0,66,0.0
14240,23227,0.92,7,1,2,196,0.0
14242,11995,0.926,21,4,3,12,0.0
14246,18047,0.897,5,2,1,21,0.0
14247,29798,0.92,10,3,1,167,0.0
14248,4100,0.939,20,7,1,58,0.0
14250,28127,0.624,15,7,1,5,1.0
14252,12890,0.884,8,3,1,165,0.0
14253,24566,0.92,4,3,1,56,0.0
14256,5557,0.698,9,1,2,77,0.0
14258,15493,0.55,3,3,1,50,1.0
14259,8219,0.624,7,3,2,42,1.0
14260,6298,0.92,21,2,5,132,0.0
14261,17954,0.6659999999999999,2,1,2,68,0.0
14267,25266,0.6659999999999999,9,3,1,53,0.0
14268,28396,0.926,8,2,1,3,0.0
14269,8179,0.92,21,1,0,90,0.0
14270,13364,0.624,3,1,2,23,0.0
14273,32523,0.899,16,3,1,20,0.0
14274,29808,0.843,3,0,1,15,0.0
14275,13627,0.624,7,2,2,18,1.0
14276,19827,0.926,5,5,4,105,0.0
14278,1569,0.939,15,2,5,46,0.0
14281,18727,0.91,21,2,3,44,0.0
14282,16656,0.926,1,1,1,86,0.0
14283,23802,0.738,8,3,1,4,0.0
14284,5052,0.949,17,3,5,24,0.0
14285,22643,0.91,12,3,1,20,0.0
14287,7358,0.92,4,5,1,50,0.0
14290,9423,0.884,21,2,5,106,0.0
14291,4891,0.91,12,1,1,105,0.0
14297,11490,0.925,10,5,0,56,0.0
14298,7484,0.92,21,6,5,26,0.0
14299,13786,0.843,10,0,1,28,0.0
14300,20753,0.847,4,7,1,114,0.0
14302,18549,0.804,9,7,3,176,1.0
14303,26673,0.903,9,1,1,12,0.0
14305,24674,0.624,6,7,1,20,0.0
14306,13671,0.897,8,6,1,102,0.0
14307,15342,0.92,10,7,1,56,0.0
14310,29867,0.92,11,2,1,170,0.0
14311,23728,0.924,21,6,1,77,0.0
14312,27937,0.92,16,7,5,6,0.0
14317,7006,0.92,10,3,2,262,0.0
14318,27279,0.92,17,6,5,45,0.0
14319,30819,0.92,14,7,5,8,0.0
14321,8261,0.55,7,4,1,47,0.0
14322,17418,0.926,6,7,0,72,0.0
14323,31831,0.624,4,3,3,36,0.0
14325,15202,0.92,21,3,4,85,0.0
14327,22921,0.924,19,1,5,232,0.0
14329,21647,0.895,21,4,3,141,0.0
14330,29716,0.91,12,1,1,48,0.0
14331,9786,0.92,7,2,1,21,0.0
14332,21943,0.91,15,1,3,4,0.0
14333,9637,0.92,21,0,4,85,0.0
14334,31504,0.913,10,3,1,16,1.0
14338,2679,0.91,6,7,4,71,0.0
14339,4687,0.698,16,2,1,44,0.0
14342,6672,0.884,15,2,1,11,0.0
14343,6936,0.624,3,1,1,36,0.0
14347,13154,0.926,4,1,3,39,0.0
14348,22444,0.848,12,0,5,4,0.0
14349,28737,0.92,12,3,1,7,0.0
14350,32548,0.698,9,2,1,106,0.0
14351,9712,0.762,5,3,1,162,0.0
14352,12337,0.624,5,2,1,214,1.0
14353,21533,0.924,3,0,1,28,0.0
14354,4777,0.91,9,3,1,8,0.0
14355,25903,0.903,9,3,1,79,0.0
14357,25616,0.6890000000000001,19,0,1,54,0.0
14358,2279,0.624,5,2,1,21,0.0
14359,6351,0.92,11,7,1,23,0.0
14360,28941,0.92,15,7,2,19,0.0
14361,7750,0.89,17,3,1,96,0.0
14362,24987,0.926,7,1,1,17,0.0
14363,15208,0.91,15,5,5,66,1.0
14365,17789,0.899,12,3,1,152,0.0
14366,28314,0.925,21,2,5,88,0.0
14367,23726,0.624,14,2,2,18,0.0
14368,21872,0.924,8,0,1,54,0.0
14369,25281,0.92,21,2,5,2,0.0
14370,4443,0.624,6,2,2,29,0.0
14371,465,0.92,7,3,4,22,0.0
14373,4148,0.727,15,4,4,50,0.0
14374,14981,0.624,19,2,5,43,0.0
14379,8512,0.92,21,2,2,44,0.0
14380,6731,0.91,20,5,5,11,0.0
14381,23111,0.8959999999999999,21,2,0,222,0.0
14382,15645,0.855,4,3,2,35,0.0
14383,1299,0.92,21,2,5,42,1.0
14384,25436,0.92,12,3,3,13,0.0
14385,5472,0.915,16,2,1,85,0.0
14388,26871,0.926,6,3,1,190,0.0
14391,26900,0.926,12,4,1,83,0.0
14392,20412,0.624,4,2,3,8,0.0
14393,11054,0.579,5,2,1,14,1.0
14394,27146,0.624,5,1,0,69,0.0
14395,25725,0.92,6,7,1,9,0.0
14397,7498,0.925,9,7,4,44,0.0
14398,29616,0.91,21,2,1,54,0.0
14399,14511,0.924,5,0,1,8,0.0
14400,302,0.92,14,3,1,11,0.0
14402,25207,0.92,6,7,5,57,0.0
14403,7557,0.92,15,6,3,12,0.0
14404,7657,0.92,21,6,4,26,0.0
14405,15369,0.624,4,1,1,14,1.0
14406,5691,0.624,2,7,1,29,1.0
14408,16556,0.91,5,3,1,88,0.0
14409,16805,0.91,21,6,5,45,0.0
14411,32079,0.743,5,5,2,31,1.0
14413,4372,0.92,14,7,1,37,1.0
14415,1618,0.624,3,0,2,14,1.0
14417,1734,0.5579999999999999,12,2,2,61,0.0
14418,16482,0.624,2,7,2,41,1.0
14419,21280,0.624,0,0,1,99,0.0
14420,26280,0.843,21,6,5,42,0.0
14421,31886,0.92,15,5,5,51,1.0
14422,29562,0.92,5,3,1,116,0.0
14423,27984,0.92,21,7,5,98,0.0
14425,8878,0.735,2,3,2,113,1.0
14426,28187,0.855,21,3,5,26,0.0
14427,26711,0.897,21,2,5,22,0.0
14429,27995,0.92,21,2,4,41,0.0
14430,31262,0.8270000000000001,16,2,1,35,0.0
14431,9372,0.91,21,7,2,39,0.0
14432,27830,0.926,6,3,1,1,0.0
14433,32922,0.624,3,1,1,4,1.0
14434,30835,0.556,9,2,2,192,1.0
14435,23443,0.8270000000000001,5,3,5,57,0.0
14436,5592,0.84,14,4,2,92,0.0
14438,11356,0.897,14,2,1,44,0.0
14439,17311,0.92,2,3,1,202,0.0
14440,16425,0.855,14,7,4,16,0.0
14441,30787,0.92,7,2,1,29,0.0
14442,1520,0.939,8,1,5,74,0.0
14444,6201,0.624,9,1,2,37,1.0
14447,20993,0.92,15,0,2,20,0.0
14449,16242,0.92,10,5,4,50,0.0
14450,21104,0.92,21,2,1,66,0.0
14451,32091,0.664,4,1,1,188,1.0
14452,3251,0.738,3,2,0,40,0.0
14453,23192,0.727,12,6,1,91,0.0
14454,24305,0.91,5,3,1,55,0.0
14455,27068,0.939,21,5,1,35,0.0
14457,20221,0.92,21,1,5,28,0.0
14460,11670,0.926,7,7,5,110,0.0
14461,11344,0.92,5,4,2,39,0.0
14462,8565,0.7759999999999999,7,2,1,25,1.0
14464,18694,0.884,5,0,1,31,0.0
14465,17407,0.92,21,7,5,17,0.0
14466,18645,0.624,6,0,1,154,1.0
14468,21854,0.897,16,1,5,11,0.0
14469,31823,0.624,4,2,2,46,1.0
14470,26372,0.92,3,1,1,39,1.0
14472,16666,0.897,3,6,0,20,0.0
14473,18067,0.925,6,3,1,32,0.0
14474,10404,0.92,21,0,5,154,0.0
14475,7899,0.855,10,3,1,57,0.0
14477,31335,0.698,8,5,1,94,1.0
14479,15862,0.91,6,4,1,12,0.0
14480,13145,0.92,10,6,3,33,0.0
14482,5910,0.527,7,0,0,102,1.0
14483,15050,0.91,21,4,2,30,0.0
14484,8655,0.91,13,7,5,80,1.0
14485,10032,0.949,16,7,5,23,1.0
14486,17995,0.897,8,4,2,50,0.0
14488,30386,0.91,9,2,1,45,0.0
14489,19806,0.887,15,0,5,39,0.0
14490,32712,0.92,14,3,1,334,0.0
14491,33341,0.939,6,2,1,28,0.0
14493,25523,0.92,15,7,4,56,1.0
14494,29676,0.926,6,3,1,116,0.0
14495,31039,0.926,2,7,2,92,1.0
14498,27704,0.926,21,1,0,55,0.0
14499,27604,0.897,9,4,4,25,0.0
14502,32132,0.92,6,4,1,52,0.0
14503,11637,0.624,9,7,5,52,0.0
14504,12277,0.738,14,1,1,47,0.0
14505,21505,0.926,18,5,3,34,1.0
14506,15530,0.897,3,3,5,96,0.0
14508,781,0.926,11,1,2,26,0.0
14512,27929,0.92,15,7,2,16,1.0
14514,24241,0.884,5,5,1,55,0.0
14515,8553,0.92,7,6,1,71,0.0
14516,5127,0.92,21,4,5,34,0.0
14518,1754,0.92,20,2,2,6,0.0
14519,17754,0.624,8,0,1,129,0.0
14522,8119,0.624,6,1,2,26,0.0
14523,12598,0.624,12,4,3,110,1.0
14524,31046,0.8959999999999999,9,0,5,9,0.0
14526,14665,0.92,2,4,2,45,0.0
14528,31030,0.91,14,2,1,256,0.0
14529,26585,0.926,5,4,1,20,0.0
14531,31793,0.92,14,7,1,11,0.0
14532,7939,0.624,14,3,5,45,1.0
14534,6327,0.92,5,5,1,11,0.0
14535,6730,0.899,8,2,1,34,0.0
14537,7994,0.926,9,6,1,96,0.0
14538,17641,0.866,21,2,5,54,0.0
14542,9315,0.624,19,5,5,11,1.0
14543,25212,0.55,4,1,0,52,1.0
14544,13610,0.855,6,2,1,24,0.0
14545,22167,0.92,8,2,3,174,0.0
14546,5187,0.915,21,1,2,19,0.0
14548,27507,0.899,17,0,1,52,0.0
14549,4191,0.727,6,3,1,37,0.0
14552,13399,0.624,19,7,5,174,1.0
14553,20467,0.624,3,2,1,98,0.0
14554,19631,0.949,21,4,5,6,0.0
14555,1358,0.92,9,2,1,44,0.0
14556,23008,0.92,9,6,1,11,0.0
14561,28199,0.92,6,2,4,124,0.0
14563,13641,0.92,12,7,1,140,0.0
14564,32045,0.624,6,7,4,17,0.0
14565,29361,0.899,18,1,2,80,0.0
14567,9606,0.754,21,2,1,141,1.0
14568,15857,0.923,21,2,5,119,0.0
14569,17518,0.624,8,0,0,6,1.0
14570,15309,0.925,6,3,0,80,0.0
14571,27401,0.92,15,7,2,30,0.0
14572,8947,0.722,5,2,1,74,1.0
14574,27212,0.92,21,2,2,140,0.0
14575,12444,0.92,2,0,2,54,0.0
14576,30609,0.624,9,2,1,23,1.0
14577,20309,0.92,10,3,1,44,0.0
14578,1857,0.738,10,7,1,144,0.0
14580,30922,0.92,8,2,2,84,0.0
14581,23310,0.624,17,7,3,90,1.0
14582,12396,0.624,0,3,1,75,1.0
14586,29002,0.624,7,2,0,73,1.0
14587,22034,0.92,8,2,1,14,0.0
14588,23291,0.92,16,3,1,226,0.0
14591,17152,0.92,8,7,2,26,0.0
14592,480,0.92,15,7,2,34,0.0
14593,22830,0.91,9,3,4,37,0.0
14594,22597,0.624,3,7,1,33,1.0
14595,950,0.92,21,7,0,15,0.0
14596,6090,0.926,19,2,5,13,0.0
14597,10676,0.895,21,4,5,152,0.0
14599,31561,0.6890000000000001,17,2,1,50,0.0
14600,3485,0.92,2,3,2,178,0.0
14601,31916,0.624,5,3,2,17,1.0
14602,4533,0.624,7,3,1,66,0.0
14603,10440,0.92,21,4,5,2,0.0
14604,6663,0.691,3,0,1,26,0.0
14605,7445,0.884,7,0,1,200,0.0
14606,26445,0.762,0,3,1,74,1.0
14607,5438,0.91,21,1,5,84,0.0
14608,19898,0.926,17,5,1,62,0.0
14609,14096,0.92,9,7,5,192,0.0
14612,19606,0.624,7,6,1,26,1.0
14613,30976,0.624,4,3,2,127,0.0
14614,24944,0.624,2,7,0,44,0.0
14616,11745,0.926,7,4,0,25,0.0
14618,24037,0.698,17,0,4,31,0.0
14619,18195,0.92,10,3,3,75,0.0
14620,31587,0.92,13,2,1,10,0.0
14621,7533,0.92,6,2,1,80,0.0
14623,6640,0.84,15,2,3,15,0.0
14625,1842,0.624,4,7,1,102,1.0
14626,1884,0.762,7,4,2,43,1.0
14628,2928,0.878,15,3,1,60,0.0
14629,10586,0.624,9,7,4,20,0.0
14631,30010,0.92,17,3,2,106,0.0
14633,9565,0.92,17,2,3,51,0.0
14634,32829,0.897,21,2,2,23,0.0
14635,17509,0.794,5,3,2,44,0.0
14636,24917,0.624,3,0,1,204,0.0
14637,16264,0.92,18,4,5,14,0.0
14638,21259,0.92,1,2,1,39,1.0
14639,32705,0.92,4,1,2,100,0.0
14641,11360,0.89,10,3,1,82,0.0
14643,31544,0.939,9,2,1,10,0.0
14646,23626,0.647,6,0,1,15,0.0
14647,18849,0.762,4,6,1,62,0.0
14649,19475,0.698,14,0,2,16,0.0
14652,29614,0.884,14,1,1,180,0.0
14653,31437,0.7659999999999999,12,0,4,37,0.0
14654,7966,0.624,1,1,1,22,1.0
14656,13164,0.897,16,3,2,72,0.0
14657,20697,0.555,4,1,1,134,1.0
14658,1888,0.924,13,6,5,31,1.0
14659,22345,0.939,21,2,5,57,0.0
14661,11442,0.926,21,3,2,50,0.0
14662,22663,0.91,0,1,1,140,0.0
14664,20139,0.92,5,7,1,14,0.0
14665,31512,0.926,12,7,2,23,0.0
14666,1139,0.884,10,3,2,57,0.0
14667,26759,0.624,0,0,1,58,1.0
14669,29899,0.92,0,5,1,7,0.0
14670,17312,0.91,16,7,2,44,0.0
14671,23837,0.939,15,4,5,67,0.0
14672,13321,0.92,16,3,5,83,0.0
14673,2524,0.624,5,0,1,20,1.0
14674,13125,0.91,12,0,5,64,1.0
14675,19253,0.884,4,7,1,312,0.0
14676,25581,0.92,21,5,5,192,0.0
14677,22752,0.91,4,1,2,65,0.0
14678,29390,0.92,4,7,1,96,0.0
14679,18098,0.92,21,3,2,46,0.0
14681,16947,0.897,15,2,4,15,0.0
14684,17539,0.926,15,3,2,268,0.0
14685,2619,0.91,8,1,1,33,0.0
14686,27978,0.884,5,3,1,7,0.0
14687,32660,0.624,6,7,1,99,1.0
14688,17448,0.802,7,6,1,45,1.0
14689,87,0.91,3,1,1,76,0.0
14690,29533,0.897,21,5,5,17,0.0
14692,7492,0.91,8,5,1,56,0.0
14693,24929,0.624,2,4,1,7,0.0
14695,16435,0.836,4,4,1,53,0.0
14696,8504,0.55,4,1,1,97,0.0
14697,16669,0.91,6,5,1,11,0.0
14698,26778,0.624,3,2,1,10,1.0
14699,11991,0.802,9,0,4,141,0.0
14701,2738,0.624,12,6,1,87,1.0
14703,7082,0.91,5,2,2,68,0.0
14704,31915,0.624,4,2,0,23,0.0
14705,25319,0.926,14,0,5,52,1.0
14706,17695,0.92,21,7,4,31,0.0
14710,12956,0.926,12,5,4,42,0.0
14711,26623,0.624,2,1,1,47,1.0
14713,22071,0.91,21,2,5,123,0.0
14715,1698,0.74,11,2,1,58,1.0
14717,15588,0.802,4,3,0,46,0.0
14718,26654,0.8270000000000001,2,1,0,107,0.0
14719,7237,0.92,3,3,2,24,1.0
14720,12458,0.926,19,2,3,63,0.0
14722,32309,0.92,13,4,2,6,0.0
14723,21034,0.91,2,2,2,66,0.0
14725,20544,0.624,2,2,1,35,1.0
14727,30467,0.624,3,2,1,24,1.0
14729,17145,0.92,21,2,5,55,0.0
14730,10778,0.91,15,2,2,45,0.0
14731,12353,0.7659999999999999,11,3,2,210,0.0
14732,7832,0.743,2,3,1,4,0.0
14734,8941,0.903,10,4,3,4,0.0
14735,14518,0.738,21,3,4,54,0.0
14736,22537,0.884,7,4,1,23,0.0
14739,17775,0.899,21,6,5,34,0.0
14740,1908,0.624,12,7,1,184,1.0
14741,30816,0.92,19,4,1,55,0.0
14742,6853,0.624,1,2,0,5,1.0
14744,18941,0.926,8,1,5,73,0.0
14745,8966,0.55,6,4,1,90,0.0
14746,23089,0.92,21,2,5,214,0.0
14747,21307,0.624,10,2,2,124,0.0
14751,17002,0.92,2,5,1,36,0.0
14752,8400,0.884,21,2,3,84,0.0
14753,13092,0.91,15,1,3,55,0.0
14754,24986,0.836,17,7,1,19,0.0
14755,13436,0.913,12,0,1,160,0.0
14756,10899,0.897,5,7,1,10,0.0
14757,20066,0.923,8,2,1,57,0.0
14758,3982,0.8959999999999999,21,2,5,9,0.0
14759,5607,0.624,9,3,1,25,1.0
14760,19404,0.624,6,3,0,36,1.0
14762,24157,0.55,8,3,1,32,1.0
14764,21798,0.92,21,2,5,50,0.0
14765,11600,0.55,3,1,1,102,1.0
14766,14677,0.924,14,3,2,107,0.0
14768,28374,0.698,21,1,5,16,0.0
14771,2389,0.939,6,0,0,31,0.0
14772,8315,0.647,6,2,1,113,0.0
14773,18672,0.7809999999999999,1,1,1,109,0.0
14775,12600,0.804,4,2,1,81,0.0
14776,21279,0.92,4,1,1,104,0.0
14780,15075,0.92,8,4,2,214,0.0
14781,27578,0.92,2,5,1,110,0.0
14782,8181,0.92,21,3,5,34,0.0
14783,25706,0.92,4,3,1,34,0.0
14785,18234,0.92,21,3,2,112,1.0
14786,883,0.92,13,7,5,12,0.0
14788,13844,0.926,15,7,5,156,0.0
14789,24328,0.926,3,2,1,112,0.0
14790,30663,0.926,15,2,1,77,0.0
14791,18110,0.926,9,0,1,6,0.0
14792,14752,0.624,2,3,1,220,1.0
14793,4856,0.624,20,1,5,108,1.0
14794,482,0.887,14,2,1,89,0.0
14795,21755,0.624,15,7,1,63,0.0
14796,28307,0.897,7,2,1,12,0.0
14797,951,0.913,21,7,5,13,0.0
14798,11134,0.92,6,7,1,35,0.0
14799,29871,0.92,21,2,5,4,0.0
14801,17859,0.926,8,2,1,56,0.0
14803,22412,0.556,16,0,1,26,1.0
14804,20141,0.804,11,4,1,81,0.0
14806,19422,0.624,2,0,1,102,1.0
14808,31562,0.92,5,3,1,140,0.0
14811,6728,0.878,12,2,1,96,0.0
14812,17556,0.92,5,0,0,78,1.0
14813,1085,0.91,21,6,1,166,0.0
14815,3915,0.899,15,2,2,302,0.0
14816,28260,0.74,21,7,1,40,0.0
14818,30253,0.92,21,4,1,26,0.0
14819,22396,0.55,7,7,1,56,0.0
14821,2806,0.855,5,2,3,41,0.0
14826,12356,0.74,11,2,0,22,0.0
14827,8182,0.89,15,5,5,16,0.0
14828,24016,0.55,10,4,1,62,1.0
14829,16000,0.762,9,3,1,11,0.0
14830,25355,0.897,7,4,1,278,0.0
14832,12318,0.92,12,7,5,128,0.0
14833,20202,0.92,16,3,1,72,0.0
14835,29161,0.92,3,2,1,106,0.0
14836,9534,0.92,5,2,1,24,0.0
14838,17067,0.926,9,1,1,34,0.0
14839,8314,0.843,9,2,1,40,0.0
14841,25741,0.92,9,3,2,55,0.0
14842,27683,0.897,19,5,5,48,0.0
14843,16951,0.92,21,2,5,13,1.0
14844,9624,0.897,19,3,1,74,0.0
14845,21520,0.624,4,2,1,9,1.0
14846,9308,0.878,11,3,1,6,0.0
14847,7961,0.939,5,0,1,86,0.0
14848,19410,0.624,1,5,1,298,1.0
14849,11069,0.624,1,3,1,41,0.0
14850,21287,0.64,3,2,1,164,0.0
14851,10808,0.624,0,0,1,102,1.0
14852,16983,0.92,1,2,0,48,0.0
14853,15762,0.926,21,3,1,50,0.0
14854,74,0.624,12,5,1,50,0.0
14856,20987,0.92,2,0,1,39,0.0
